#f0 [Hz]	periodicity (0~1)	power [dB]	sonorant power [dB]	high freq. power [dB]	 mid freq. power [dB]	low freq power [dB]	f0 after post-proc. [Hz]	f0 reliability code (0 ~ 13)	a1-a3 [dB]	f1f3syn (-1.0~1.0)	h1-a1 [dB]	breathpow [dB]	ips (-1.0~1.0)	h1-a3 [dB]	f0 after post-proc [semitone]	delta f0 [semitone]	vocal fry detection
307.69	0.911	45.41	45.00	34.92	32.62	44.78	296.22	13	17.91	0.663	-2.33	-48.98	-100.00	15.58	62.15	55.28	
313.73	0.883	49.25	48.87	38.47	34.53	48.73	313.65	13	23.03	0.708	-9.26	-49.56	-100.00	13.77	63.14	53.74	
326.53	0.917	51.11	50.76	40.10	37.28	50.64	319.87	13	17.47	0.691	-12.59	-45.83	-100.00	4.88	63.48	57.56	
333.33	0.940	52.08	51.68	41.55	35.68	51.58	333.27	13	18.99	0.676	-14.16	-48.77	-100.00	4.83	64.19	47.52	
340.43	0.908	53.19	52.95	40.52	36.20	52.87	340.27	13	25.79	0.749	-13.58	-50.52	-100.00	12.21	64.55	34.94	
347.83	0.940	54.60	54.47	39.54	36.46	54.42	355.54	13	22.38	0.772	-15.03	-52.16	-100.00	7.35	65.31	30.00	
355.56	0.991	56.16	56.04	40.79	37.87	56.00	355.54	13	20.32	0.771	-17.77	-72.05	-100.00	2.55	65.31	21.57	
355.56	0.987	57.06	56.89	42.94	39.59	56.86	355.54	13	19.72	0.764	-18.71	-73.19	-100.00	1.01	65.31	15.23	
363.64	0.964	56.89	56.67	43.77	38.85	56.65	363.43	13	19.19	0.722	-18.00	-54.95	-100.00	1.19	65.69	5.96	
363.64	0.970	56.30	56.03	43.97	34.22	56.01	363.43	13	23.28	0.752	-18.34	-60.87	-100.00	4.94	65.69	0.20	
363.64	0.968	54.89	54.66	42.01	34.68	54.64	363.43	13	20.62	0.714	-17.57	-83.94	-100.00	3.05	65.69	-9.34	
355.56	0.938	53.53	53.03	43.90	32.34	52.99	355.54	13	19.23	0.723	-15.56	-53.44	-100.00	3.67	65.31	-20.89	
347.83	0.906	52.50	51.59	45.26	37.15	51.54	347.82	13	14.52	0.646	-13.77	-51.09	-100.00	0.75	64.93	-22.34	
340.43	0.892	51.70	50.96	43.64	35.24	50.92	340.27	13	20.28	0.568	-14.33	-44.50	-100.00	5.96	64.55	-23.53	
340.43	0.932	52.62	51.67	45.53	30.68	51.65	340.27	13	15.47	0.660	-15.10	-54.83	-100.00	0.37	64.55	-18.12	
340.43	0.954	53.94	53.57	43.06	32.13	53.54	340.27	13	22.78	0.724	-16.78	-52.94	-100.00	5.99	64.55	-12.42	
340.43	0.912	51.76	51.26	42.14	31.06	51.22	333.27	13	21.88	0.579	-14.59	-51.17	-100.00	7.28	64.19	-10.93	
333.33	0.841	50.12	49.84	37.97	31.15	49.80	333.27	13	23.65	0.559	-15.38	-47.69	-100.00	8.27	64.19	-13.02	
333.33	0.835	48.77	48.64	33.28	34.60	48.48	333.27	13	24.03	0.427	-13.23	-37.78	-100.00	10.80	64.19	-13.70	
326.53	0.817	45.47	45.13	34.25	36.81	44.46	326.41	13	21.36	0.459	-9.21	-36.57	-100.00	12.16	63.83	-8.49	
326.53	0.790	45.61	44.73	38.27	41.64	42.04	326.41	12	11.14	0.538	-7.19	-34.48	-100.00	3.95	63.83	-10.95	
-10000	-10000	42.15	38.72	39.53	37.03	34.90	326.41	12	3.80	0.429	-11.99	-35.41	-100.00	-8.82	63.83	-16.13	
-10000	-10000	41.67	36.97	39.88	36.81	28.49	-10000	7	-1.57	0.484	-15.18	-37.39	-100.00	-18.61	-10000	-18.36	
307.69	0.620	42.67	39.29	40.00	39.25	26.81	313.65	12	-0.47	0.584	-1.99	-38.69	-100.00	-11.42	63.14	-8.39	
320.00	0.753	42.95	40.48	39.32	40.17	29.83	307.55	12	-0.03	0.518	-10000	-35.21	-100.00	-1.35	62.80	21.23	
326.53	0.775	43.76	41.89	39.19	41.49	32.11	326.41	12	1.40	0.521	-10000	-34.00	-100.00	1.40	63.83	2.79	
326.53	0.552	43.23	41.66	38.04	40.93	34.14	347.82	12	4.21	0.476	-10000	-33.00	-100.00	4.21	64.93	-8.77	
320.00	0.790	49.66	49.17	39.94	46.77	45.51	319.87	13	11.82	0.681	-7.52	-35.78	-100.00	0.92	63.48	-17.20	
313.73	0.932	59.21	58.91	47.53	57.29	53.95	313.65	13	7.87	0.754	-16.36	-29.78	-100.00	-12.72	63.14	-10.27	
313.73	0.937	61.31	60.36	54.24	59.29	54.11	313.65	13	2.12	0.792	-20.32	-48.41	-100.00	-22.20	63.14	-1.08	
313.73	0.907	59.63	57.76	55.08	56.08	53.12	307.55	13	-1.12	0.727	-22.32	-45.61	-100.00	-26.47	62.80	1.83	
313.73	0.883	57.54	55.78	52.78	54.31	50.76	313.65	13	-4.23	0.725	-22.57	-41.35	-100.00	-27.29	63.14	3.88	
313.73	0.837	55.66	54.05	50.57	53.43	46.47	319.87	13	-7.12	0.712	-18.21	-30.90	-100.00	-25.33	63.48	9.91	
320.00	0.703	49.17	47.46	44.28	46.95	39.74	319.87	13	-7.40	0.714	-9.05	-37.50	-100.00	-16.45	63.48	23.79	
320.00	0.455	37.01	36.46	27.72	35.64	29.69	340.27	12	0.06	0.263	-24.52	-32.37	-100.00	-24.46	64.55	18.00	
326.53	0.815	47.35	46.29	40.72	46.74	35.57	326.41	12	-3.73	0.696	-0.17	-36.65	-100.00	-3.89	63.83	13.50	
326.53	0.892	50.70	48.55	46.62	49.83	40.25	333.27	13	-7.03	0.633	-4.93	-34.02	-100.00	-11.96	64.19	10.28	
333.33	0.928	51.32	49.71	46.25	50.61	40.97	333.27	13	-8.85	0.641	-4.17	-41.98	-100.00	-13.01	64.19	7.51	
333.33	0.929	52.28	49.99	48.39	50.55	41.68	333.27	13	-9.81	0.668	-1.04	-46.81	-100.00	-10.84	64.19	8.53	
333.33	0.962	55.08	50.58	53.18	51.97	40.85	333.27	13	-9.21	0.786	-10000	-39.86	-100.00	-9.21	64.19	5.33	
333.33	0.875	52.68	47.91	50.91	49.42	38.14	340.27	13	-7.47	0.829	-10000	-43.97	-100.00	-7.47	64.55	5.72	
-10000	-10000	41.60	35.57	40.35	38.00	33.95	340.27	12	3.06	0.457	-28.31	-35.31	-100.00	-25.26	64.55	-10000	
313.73	0.945	32.62	32.30	21.08	18.69	32.25	319.87	13	21.30	0.519	-10000	-56.73	-100.00	21.30	63.48	-41.16	
307.69	0.960	30.40	30.36	10.18	11.94	30.31	307.55	13	24.58	0.581	-10000	-65.88	-100.00	24.58	62.80	-46.78	
285.71	0.664	30.68	29.18	25.33	25.19	27.57	285.63	12	7.53	0.645	-10000	-55.51	-100.00	7.53	61.52	-46.43	
290.91	0.818	45.46	41.27	43.38	42.43	34.92	285.63	13	-10.40	0.832	-10000	-51.26	-100.00	-10.40	61.52	-27.55	
285.71	0.847	54.63	49.21	53.16	51.48	40.92	290.80	13	-10.17	0.841	-4.39	-43.17	-100.00	-14.56	61.83	-28.95	
280.70	0.907	54.65	49.56	53.04	51.39	45.31	280.57	13	-1.39	0.769	-9.69	-37.78	-100.00	-11.08	61.21	-30.33	
280.70	0.933	51.24	49.22	46.96	47.83	46.38	280.57	13	1.72	0.752	-11.42	-39.10	-100.00	-9.69	61.21	-28.72	
275.86	0.820	46.10	44.06	41.84	40.28	42.69	271.16	12	4.90	0.599	-5.75	-38.30	-100.00	-0.85	60.62	-31.70	
266.67	0.871	44.29	41.95	40.47	39.08	39.40	266.66	13	1.76	0.673	-2.67	-43.04	-100.00	-0.91	60.33	-10000	
266.67	0.666	41.22	37.86	38.53	36.30	33.84	271.16	12	-5.06	0.680	-0.91	-46.20	-100.00	-5.97	60.62	-10000	
149.53	0.333	40.75	28.36	40.49	31.41	-10000	-10000	0	-8.10	0.496	2.41	-43.20	-100.00	-8.10	-10000	-10000	
175.82	0.577	44.41	26.20	44.35	30.33	10.51	-10000	5	-13.34	0.410	2.32	-41.54	-100.00	-13.34	-10000	-10000	
192.77	0.619	43.02	22.12	42.98	26.20	4.17	-10000	1	-15.18	0.477	9.17	-47.76	-100.00	-15.18	-10000	-10000	
192.77	0.517	39.27	18.91	39.23	21.79	2.23	-10000	1	-18.99	0.586	2.63	-56.23	-100.00	-21.15	-10000	-10000	
172.04	0.271	41.51	18.79	41.49	22.54	-10000	-10000	1	-21.08	0.565	-9.16	-54.63	-100.00	-30.24	-10000	-10000	
-10000	-10000	43.52	20.15	43.50	24.87	-13.46	-10000	1	-21.13	0.605	-18.13	-53.97	0.45	-40.42	-10000	-10000	
175.82	0.528	38.97	19.35	38.93	21.89	-10000	-10000	1	-7.59	0.489	-1.05	-52.48	0.30	-8.64	-10000	-10000	
175.82	0.578	31.85	20.35	31.53	20.92	-10000	-10000	1	7.15	0.611	2.12	-58.19	-100.00	7.15	-10000	-10000	
-10000	-10000	23.98	16.19	23.19	9.22	15.50	-10000	1	11.30	0.371	7.96	-61.54	-100.00	11.30	-10000	-10000	
213.33	0.870	24.92	24.81	8.70	4.84	24.78	-10000	1	23.98	0.325	-10000	-64.69	0.42	23.98	-10000	-10000	
210.53	0.982	29.33	29.32	2.08	4.51	29.31	210.43	13	30.27	0.593	-10000	-73.81	-100.00	30.27	56.23	-10000	
207.79	0.979	30.48	30.47	4.10	4.67	30.46	205.03	13	29.57	0.594	-10000	-74.84	-100.00	29.57	55.78	-10000	
202.53	0.988	30.45	30.44	5.40	6.55	30.42	202.44	13	26.00	0.669	0.76	-77.54	-100.00	26.00	55.56	-10000	
197.53	0.985	29.79	29.65	14.91	13.21	29.58	197.48	13	22.93	0.535	3.56	-67.29	-100.00	22.93	55.13	-30.83	
195.12	0.984	28.99	28.75	16.38	14.76	28.64	195.09	13	19.37	0.639	4.58	-65.64	-100.00	19.37	54.92	-30.62	
190.48	0.922	26.94	26.86	9.72	7.00	26.83	192.74	13	22.77	0.564	1.37	-70.13	-100.00	22.77	54.71	-31.02	
188.24	0.988	26.94	26.83	10.82	9.18	26.81	188.23	13	19.39	0.636	-0.67	-89.65	-100.00	18.72	54.30	-28.52	
183.91	0.978	27.26	27.15	11.09	9.54	27.12	183.83	13	21.42	0.630	-0.66	-70.44	-100.00	20.76	53.89	-21.11	
183.91	0.968	28.15	27.65	18.54	16.67	27.43	181.71	13	16.16	0.570	-1.34	-60.70	-100.00	14.82	53.69	-11.82	
179.78	0.957	31.93	30.24	27.01	28.28	28.36	179.73	13	3.40	0.806	-2.64	-62.91	-100.00	0.76	53.50	0.00	
181.82	0.948	34.59	32.83	29.82	32.45	29.31	181.71	13	-2.66	0.821	-2.51	-60.14	-100.00	-5.17	53.69	9.48	
183.91	0.967	36.76	35.22	31.49	34.53	30.48	181.71	13	-6.73	0.825	-2.05	-58.45	-100.00	-8.78	53.69	15.19	
183.91	0.975	38.45	36.96	33.07	36.71	31.68	183.83	13	-7.91	0.840	-2.13	-57.83	-100.00	-10.04	53.89	14.58	
186.05	0.958	39.52	38.01	34.21	37.85	32.79	185.96	13	-7.98	0.859	-3.33	-60.70	-100.00	-11.31	54.09	14.60	
188.24	0.959	40.29	38.65	35.28	38.65	33.92	188.23	13	-5.06	0.873	-4.12	-59.90	-100.00	-9.18	54.30	15.61	
188.24	0.930	40.97	39.07	36.45	39.46	34.12	188.23	13	-2.93	0.865	-4.35	-58.03	-100.00	-7.28	54.30	15.90	
190.48	0.872	39.74	37.30	36.07	37.10	34.09	190.42	13	-2.73	0.860	-3.89	-59.76	-100.00	-6.62	54.50	16.79	
192.77	0.970	39.02	36.60	35.32	35.95	34.30	192.74	13	0.82	0.851	-5.79	-72.70	-100.00	-4.97	54.71	16.31	
195.12	0.965	38.31	36.32	33.96	34.91	34.56	195.09	13	3.77	0.834	-6.40	-58.99	-100.00	-2.63	54.92	17.52	
195.12	0.974	37.98	36.46	32.68	33.91	34.86	197.48	13	3.21	0.826	-6.85	-59.17	-100.00	-3.64	55.13	14.54	
197.53	0.964	38.01	36.24	33.27	33.80	34.88	197.48	13	3.33	0.825	-6.87	-59.89	-100.00	-3.54	55.13	12.92	
200.00	0.964	38.23	36.01	34.25	33.60	35.02	199.89	13	4.87	0.813	-6.17	-58.23	-100.00	-1.30	55.34	12.85	
200.00	0.978	37.97	35.89	33.78	32.73	35.12	199.89	13	7.08	0.802	-6.74	-59.76	-100.00	0.34	55.34	12.32	
202.53	0.961	37.57	35.91	32.60	32.64	34.66	202.44	13	6.96	0.819	-6.91	-59.76	-100.00	0.05	55.56	14.15	
202.53	0.955	36.97	35.16	32.30	29.70	34.63	205.03	13	10.47	0.806	-6.60	-61.49	-100.00	3.87	55.78	5.07	
205.13	0.982	35.13	34.20	28.00	25.03	33.90	205.03	13	10.42	0.719	-5.48	-59.73	-100.00	4.94	55.78	-0.31	
205.13	0.931	34.65	33.51	28.29	28.03	32.36	207.77	13	4.07	0.753	-4.39	-58.97	0.66	-0.32	56.01	-9.06	
202.53	0.808	32.50	30.86	27.48	30.56	24.69	192.74	13	1.93	0.778	-0.11	-58.29	0.74	1.82	54.71	-10000	
188.24	0.774	26.51	25.01	21.14	22.33	23.04	190.42	13	1.79	0.727	0.14	-62.93	-100.00	1.79	54.50	-10000	
-10000	-10000	6.94	5.58	1.12	6.22	-10000	-10000	1	0.74	0.845	-10000	-88.87	-100.00	0.74	-10000	-10000	
-10000	-10000	-100.00	-100.00	-100.00	-90.00	-10000	-10000	1	-90.00	-1.000	-100.00	-152.71	-100.00	-100.00	-10000	-10000	
-10000	-10000	-100.00	-100.00	-100.00	-90.00	-10000	-10000	1	-90.00	-1.000	-100.00	-152.71	-100.00	-100.00	-10000	-10000	
-10000	-10000	-100.00	-100.00	-100.00	-90.00	-10000	-10000	1	-90.00	-1.000	-100.00	-152.71	-100.00	-100.00	-10000	-10000	
-10000	-10000	-100.00	-100.00	-100.00	-90.00	-10000	-10000	1	-90.00	-1.000	-100.00	-152.71	-100.00	-100.00	-10000	-10000	
-10000	-10000	-100.00	-100.00	-100.00	-90.00	-10000	-10000	1	-90.00	-1.000	-100.00	-152.71	-100.00	-100.00	-10000	-10000	
-10000	-10000	-100.00	-100.00	-100.00	-90.00	-10000	-10000	1	-90.00	-1.000	-100.00	-152.71	-100.00	-100.00	-10000	-10000	
-10000	-10000	-100.00	-100.00	-100.00	-90.00	-10000	-10000	1	-90.00	-1.000	-100.00	-152.71	-100.00	-100.00	-10000	-10000	
-10000	-10000	-100.00	-100.00	-100.00	-90.00	-10000	-10000	1	-90.00	-1.000	-100.00	-152.71	-100.00	-100.00	-10000	-10000	
-10000	-10000	-100.00	-100.00	-100.00	-90.00	-10000	-10000	1	-90.00	-1.000	-100.00	-152.71	-100.00	-100.00	-10000	-10000	
-10000	-10000	-100.00	-100.00	-100.00	-90.00	-10000	-10000	1	-90.00	-1.000	-100.00	-152.71	-100.00	-100.00	-10000	-10000	
-10000	-10000	-100.00	-100.00	-100.00	-90.00	-10000	-10000	1	-90.00	-1.000	-100.00	-152.71	-100.00	-100.00	-10000	-10000	
-10000	-10000	-100.00	-100.00	-100.00	-90.00	-10000	-10000	1	-90.00	-1.000	-100.00	-152.71	-100.00	-100.00	-10000	-10000	
-10000	-10000	-100.00	-100.00	-100.00	-90.00	-10000	-10000	1	-90.00	-1.000	-100.00	-152.71	-100.00	-100.00	-10000	-10000	
-10000	-10000	-100.00	-100.00	-100.00	-90.00	-10000	-10000	1	-90.00	-1.000	-100.00	-152.71	-100.00	-100.00	-10000	-10000	
-10000	-10000	-100.00	-100.00	-100.00	-90.00	-10000	-10000	1	-90.00	-1.000	-100.00	-152.71	-100.00	-100.00	-10000	-10000	
-10000	-10000	-100.00	-100.00	-100.00	-90.00	-10000	-10000	1	-90.00	-1.000	-100.00	-152.71	-100.00	-100.00	-10000	-10000	
-10000	-10000	-100.00	-100.00	-100.00	-90.00	-10000	-10000	1	-90.00	-1.000	-100.00	-152.71	-100.00	-100.00	-10000	-10000	
-10000	-10000	-100.00	-100.00	-100.00	-90.00	-10000	-10000	1	-90.00	-1.000	-100.00	-152.71	-100.00	-100.00	-10000	-10000	
-10000	-10000	-100.00	-100.00	-100.00	-90.00	-10000	-10000	1	-90.00	-1.000	-100.00	-152.71	-100.00	-100.00	-10000	-10000	
-10000	-10000	-100.00	-100.00	-100.00	-90.00	-10000	-10000	1	-90.00	-1.000	-100.00	-152.71	-100.00	-100.00	-10000	-10000	
-10000	-10000	-100.00	-100.00	-100.00	-90.00	-10000	-10000	1	-90.00	-1.000	-100.00	-152.71	-100.00	-100.00	-10000	-10000	
-10000	-10000	-100.00	-100.00	-100.00	-90.00	-10000	-10000	1	-90.00	-1.000	-100.00	-152.71	-100.00	-100.00	-10000	-10000	
-10000	-10000	-100.00	-100.00	-100.00	-90.00	-10000	-10000	1	-90.00	-1.000	-100.00	-152.71	-100.00	-100.00	-10000	-10000	
-10000	-10000	-100.00	-100.00	-100.00	-90.00	-10000	-10000	1	-90.00	-1.000	-100.00	-152.71	-100.00	-100.00	-10000	-10000	
-10000	-10000	-100.00	-100.00	-100.00	-90.00	-10000	-10000	1	-90.00	-1.000	-100.00	-152.71	-100.00	-100.00	-10000	-10000	
-10000	-10000	-100.00	-100.00	-100.00	-90.00	-10000	-10000	1	-90.00	-1.000	-100.00	-152.71	-100.00	-100.00	-10000	-10000	
-10000	-10000	-100.00	-100.00	-100.00	-90.00	-10000	-10000	1	-90.00	-1.000	-100.00	-152.71	-100.00	-100.00	-10000	-10000	
-10000	-10000	-100.00	-100.00	-100.00	-90.00	-10000	-10000	1	-90.00	-1.000	-100.00	-152.71	-100.00	-100.00	-10000	-10000	
-10000	-10000	-100.00	-100.00	-100.00	-90.00	-10000	-10000	1	-90.00	-1.000	-100.00	-152.71	-100.00	-100.00	-10000	-10000	
-10000	-10000	-100.00	-100.00	-100.00	-90.00	-10000	-10000	1	-90.00	-1.000	-100.00	-152.71	-100.00	-100.00	-10000	-10000	
-10000	-10000	-100.00	-100.00	-100.00	-90.00	-10000	-10000	1	-90.00	-1.000	-100.00	-152.71	-100.00	-100.00	-10000	-10000	
-10000	-10000	-100.00	-100.00	-100.00	-90.00	-10000	-10000	1	-90.00	-1.000	-100.00	-152.71	-100.00	-100.00	-10000	-10000	
-10000	-10000	-100.00	-100.00	-100.00	-90.00	-10000	-10000	1	-90.00	-1.000	-100.00	-152.71	-100.00	-100.00	-10000	-10000	
-10000	-10000	-100.00	-100.00	-100.00	-90.00	-10000	-10000	1	-90.00	-1.000	-100.00	-152.71	-100.00	-100.00	-10000	-10000	
-10000	-10000	-100.00	-100.00	-100.00	-90.00	-10000	-10000	1	-90.00	-1.000	-100.00	-152.71	-100.00	-100.00	-10000	-10000	
-10000	-10000	-100.00	-100.00	-100.00	-90.00	-10000	-10000	1	-90.00	-1.000	-100.00	-152.71	-100.00	-100.00	-10000	-10000	
-10000	-10000	-100.00	-100.00	-100.00	-90.00	-10000	-10000	1	-90.00	-1.000	-100.00	-152.71	-100.00	-100.00	-10000	-10000	
-10000	-10000	-100.00	-100.00	-100.00	-90.00	-10000	-10000	1	-90.00	-1.000	-100.00	-152.71	-100.00	-100.00	-10000	-10000	
-10000	-10000	-100.00	-100.00	-100.00	-90.00	-10000	-10000	1	-90.00	-1.000	-100.00	-152.71	-100.00	-100.00	-10000	-10000	
-10000	-10000	-100.00	-100.00	-100.00	-90.00	-10000	-10000	1	-90.00	-1.000	-100.00	-152.71	-100.00	-100.00	-10000	-10000	
-10000	-10000	-100.00	-100.00	-100.00	-90.00	-10000	-10000	1	-90.00	-1.000	-100.00	-152.71	-100.00	-100.00	-10000	-10000	
-10000	-10000	-100.00	-100.00	-100.00	-90.00	-10000	-10000	1	-90.00	-1.000	-100.00	-152.71	-100.00	-100.00	-10000	-10000	
-10000	-10000	-100.00	-100.00	-100.00	-90.00	-10000	-10000	1	-90.00	-1.000	-100.00	-152.71	-100.00	-100.00	-10000	-10000	
-10000	-10000	-100.00	-100.00	-100.00	-90.00	-10000	-10000	1	-90.00	-1.000	-100.00	-152.71	-100.00	-100.00	-10000	-10000	
-10000	-10000	-100.00	-100.00	-100.00	-90.00	-10000	-10000	1	-90.00	-1.000	-100.00	-152.71	-100.00	-100.00	-10000	-10000	
-10000	-10000	-100.00	-100.00	-100.00	-90.00	-10000	-10000	1	-90.00	-1.000	-100.00	-152.71	-100.00	-100.00	-10000	-10000	
-10000	-10000	-100.00	-100.00	-100.00	-90.00	-10000	-10000	1	-90.00	-1.000	-100.00	-152.71	-100.00	-100.00	-10000	-10000	
-10000	-10000	-100.00	-100.00	-100.00	-90.00	-10000	-10000	1	-90.00	-1.000	-100.00	-152.71	-100.00	-100.00	-10000	-10000	
-10000	-10000	-100.00	-100.00	-100.00	-90.00	-10000	-10000	1	-90.00	-1.000	-100.00	-152.71	-100.00	-100.00	-10000	-10000	
-10000	-10000	-100.00	-100.00	-100.00	-90.00	-10000	-10000	1	-90.00	-1.000	-100.00	-152.71	-100.00	-100.00	-10000	-10000	
-10000	-10000	-100.00	-100.00	-100.00	-90.00	-10000	-10000	1	-90.00	-1.000	-100.00	-152.71	-100.00	-100.00	-10000	-10000	
-10000	-10000	-100.00	-100.00	-100.00	-90.00	-10000	-10000	1	-90.00	-1.000	-100.00	-152.71	-100.00	-100.00	-10000	-10000	
-10000	-10000	-100.00	-100.00	-100.00	-90.00	-10000	-10000	1	-90.00	-1.000	-100.00	-152.71	-100.00	-100.00	-10000	-10000	
-10000	-10000	-100.00	-100.00	-100.00	-90.00	-10000	-10000	1	-90.00	-1.000	-100.00	-152.71	-100.00	-100.00	-10000	-10000	
-10000	-10000	-100.00	-100.00	-100.00	-90.00	-10000	-10000	1	-90.00	-1.000	-100.00	-152.71	-100.00	-100.00	-10000	-10000	
-10000	-10000	-100.00	-100.00	-100.00	-90.00	-10000	-10000	1	-90.00	-1.000	-100.00	-152.71	-100.00	-100.00	-10000	-10000	
-10000	-10000	-100.00	-100.00	-100.00	-90.00	-10000	-10000	1	-90.00	-1.000	-100.00	-152.71	-100.00	-100.00	-10000	-10000	
-10000	-10000	-100.00	-100.00	-100.00	-90.00	-10000	-10000	1	-90.00	-1.000	-100.00	-152.71	-100.00	-100.00	-10000	-10000	
-10000	-10000	-100.00	-100.00	-100.00	-90.00	-10000	-10000	1	-90.00	-1.000	-100.00	-152.71	-100.00	-100.00	-10000	-10000	
-10000	-10000	-100.00	-100.00	-100.00	-90.00	-10000	-10000	1	-90.00	-1.000	-100.00	-152.71	-100.00	-100.00	-10000	-10000	
-10000	-10000	-100.00	-100.00	-100.00	-90.00	-10000	-10000	1	-90.00	-1.000	-100.00	-152.71	-100.00	-100.00	-10000	-10000	
-10000	-10000	-100.00	-100.00	-100.00	-90.00	-10000	-10000	1	-90.00	-1.000	-100.00	-152.71	-100.00	-100.00	-10000	-10000	
-10000	-10000	-100.00	-100.00	-100.00	-90.00	-10000	-10000	1	-90.00	-1.000	-100.00	-152.71	-100.00	-100.00	-10000	-10000	
-10000	-10000	-100.00	-100.00	-100.00	-90.00	-10000	-10000	1	-90.00	-1.000	-100.00	-152.71	-100.00	-100.00	-10000	-10000	
-10000	-10000	-100.00	-100.00	-100.00	-90.00	-10000	-10000	1	-90.00	-1.000	-100.00	-152.71	-100.00	-100.00	-10000	-10000	
-10000	-10000	-100.00	-100.00	-100.00	-90.00	-10000	-10000	1	-90.00	-1.000	-100.00	-152.71	-100.00	-100.00	-10000	-10000	
-10000	-10000	-100.00	-100.00	-100.00	-90.00	-10000	-10000	1	-90.00	-1.000	-100.00	-152.71	-100.00	-100.00	-10000	-10000	
-10000	-10000	-100.00	-100.00	-100.00	-90.00	-10000	-10000	1	-90.00	-1.000	-100.00	-152.71	-100.00	-100.00	-10000	-10000	
-10000	-10000	-100.00	-100.00	-100.00	-90.00	-10000	-10000	1	-90.00	-1.000	-100.00	-152.71	-100.00	-100.00	-10000	-10000	
-10000	-10000	-100.00	-100.00	-100.00	-90.00	-10000	-10000	1	-90.00	-1.000	-100.00	-152.71	-100.00	-100.00	-10000	-10000	
-10000	-10000	-100.00	-100.00	-100.00	-90.00	-10000	-10000	1	-90.00	-1.000	-100.00	-152.71	-100.00	-100.00	-10000	-10000	
-10000	-10000	-100.00	-100.00	-100.00	-90.00	-10000	-10000	1	-90.00	-1.000	-100.00	-152.71	-100.00	-100.00	-10000	-10000	
-10000	-10000	-100.00	-100.00	-100.00	-90.00	-10000	-10000	1	-90.00	-1.000	-100.00	-152.71	-100.00	-100.00	-10000	-10000	
-10000	-10000	-100.00	-100.00	-100.00	-90.00	-10000	-10000	1	-90.00	-1.000	-100.00	-152.71	-100.00	-100.00	-10000	-10000	
-10000	-10000	-100.00	-100.00	-100.00	-90.00	-10000	-10000	1	-90.00	-1.000	-100.00	-152.71	-100.00	-100.00	-10000	-10000	
-10000	-10000	-100.00	-100.00	-100.00	-90.00	-10000	-10000	1	-90.00	-1.000	-100.00	-152.71	-100.00	-100.00	-10000	-10000	
-10000	-10000	-100.00	-100.00	-100.00	-90.00	-10000	-10000	1	-90.00	-1.000	-100.00	-152.71	-100.00	-100.00	-10000	-10000	
-10000	-10000	5.23	-9.57	5.08	0.64	-10000	-10000	1	-8.52	0.864	-0.27	-96.72	-100.00	-8.79	-10000	-10000	
-10000	-10000	34.47	25.32	33.90	29.15	24.95	-10000	0	-2.87	0.780	-4.14	-59.86	-100.00	-7.01	-10000	-10000	
222.22	0.762	43.20	32.53	42.81	37.19	32.25	231.87	12	-4.75	0.691	-2.13	-45.92	-100.00	-6.88	57.91	-10000	
225.35	0.867	45.57	33.69	45.28	40.25	33.49	225.27	13	-4.78	0.622	-10000	-39.36	-100.00	-4.78	57.41	-10000	
231.88	0.921	47.47	34.58	47.24	43.16	34.34	231.87	13	-4.32	0.590	-10000	-36.86	-100.00	-4.32	57.91	36.07	
238.81	0.919	47.99	35.51	47.73	44.43	35.36	235.25	13	-5.86	0.666	-10000	-38.96	-100.00	-5.86	58.16	29.86	
242.42	0.929	48.56	36.80	48.26	44.20	36.58	242.42	13	-2.22	0.724	-10000	-43.01	-100.00	-2.22	58.68	27.11	
246.15	0.938	50.61	38.35	50.34	47.43	37.70	246.09	13	-5.50	0.732	-10000	-44.97	-100.00	-5.50	58.94	29.26	
250.00	0.933	53.82	39.87	53.64	51.11	38.83	249.96	13	-11.03	0.672	-10000	-46.51	-100.00	-11.03	59.21	37.61	
262.30	0.812	57.23	42.91	57.06	55.50	40.18	249.96	12	-15.95	0.581	-10000	-22.32	-100.00	-15.95	59.21	37.77	
262.30	0.855	58.84	46.82	58.56	57.37	40.89	258.02	13	-15.12	0.650	-3.96	-25.96	-100.00	-19.08	59.76	36.29	
266.67	0.802	58.55	50.60	57.79	57.01	43.62	266.66	13	-13.00	0.757	-6.77	-30.27	-100.00	-19.77	60.33	41.99	
271.19	0.846	57.14	50.55	56.06	54.43	48.15	271.16	13	-9.68	0.820	-10.59	-39.16	-100.00	-20.26	60.62	40.95	
280.70	0.736	57.41	51.97	55.95	54.48	51.18	275.75	13	-4.74	0.825	-16.24	-38.50	-100.00	-20.98	60.91	33.09	
285.71	0.841	59.00	55.98	56.00	57.45	51.45	285.63	13	-2.05	0.753	-18.55	-29.90	-100.00	-20.60	61.52	28.93	
290.91	0.841	59.44	56.67	56.18	55.93	55.33	290.80	13	-1.39	0.645	-19.67	-30.93	-100.00	-21.06	61.83	27.02	
290.91	0.846	59.28	56.40	56.14	53.78	56.18	290.80	13	-0.02	0.700	-21.16	-42.35	-100.00	-21.18	61.83	26.45	
296.30	0.874	59.11	56.50	55.65	55.89	53.26	296.22	13	1.20	0.757	-22.86	-50.69	-100.00	-22.20	62.15	22.98	
